time,longitude,latitude,tp
1991-01-01,169.5,28.75,124.46654807046717
1991-02-01,169.5,28.75,92.75837038832373
1991-03-01,169.5,28.75,79.53222657163967
1991-04-01,169.5,28.75,69.16847138777885
1991-05-01,169.5,28.75,59.87914162822437
1991-06-01,169.5,28.75,65.54487359162965
1991-07-01,169.5,28.75,102.18629353356862
1991-08-01,169.5,28.75,144.59489231960384
1991-09-01,169.5,28.75,69.65291179825616
1991-10-01,169.5,28.75,67.9272053546718
1991-11-01,169.5,28.75,87.89777990179418
1991-12-01,169.5,28.75,96.8370073278788
